time;level;logger;message;callsite;exception
2021-02-24 22:47:39.5708;Error;Facelift_App.Controllers.ReportBillingController;The given key was not present in the dictionary.;Facelift_App.Controllers.ReportBillingController.DatatableRent;"System.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary.
   at System.ThrowHelper.ThrowKeyNotFoundException()
   at System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   at Facelift_App.Controllers.ReportBillingController.DatatableRent() in C:\Users\Muhammad Bhovdair\Documents\Kretayuga\Projects\Unilever\UNILEVER_Facelift\Facelift_App\Controllers\ReportBillingController.cs:line 83"
2021-02-24 22:47:49.6092;Error;Facelift_App.Controllers.ReportBillingController;The given key was not present in the dictionary.;Facelift_App.Controllers.ReportBillingController.DatatableRent;"System.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary.
   at System.ThrowHelper.ThrowKeyNotFoundException()
   at System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   at Facelift_App.Controllers.ReportBillingController.DatatableRent() in C:\Users\Muhammad Bhovdair\Documents\Kretayuga\Projects\Unilever\UNILEVER_Facelift\Facelift_App\Controllers\ReportBillingController.cs:line 83"
2021-02-24 22:48:25.2388;Error;Facelift_App.Controllers.ReportBillingController;The given key was not present in the dictionary.;Facelift_App.Controllers.ReportBillingController.DatatableRent;"System.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary.
   at System.ThrowHelper.ThrowKeyNotFoundException()
   at System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   at Facelift_App.Controllers.ReportBillingController.DatatableRent() in C:\Users\Muhammad Bhovdair\Documents\Kretayuga\Projects\Unilever\UNILEVER_Facelift\Facelift_App\Controllers\ReportBillingController.cs:line 83"
2021-02-24 22:48:26.8143;Error;Facelift_App.Controllers.ReportBillingController;The given key was not present in the dictionary.;Facelift_App.Controllers.ReportBillingController.DatatableRent;"System.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary.
   at System.ThrowHelper.ThrowKeyNotFoundException()
   at System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   at Facelift_App.Controllers.ReportBillingController.DatatableRent() in C:\Users\Muhammad Bhovdair\Documents\Kretayuga\Projects\Unilever\UNILEVER_Facelift\Facelift_App\Controllers\ReportBillingController.cs:line 83"
2021-02-24 22:48:30.7652;Error;Facelift_App.Controllers.ReportBillingController;The given key was not present in the dictionary.;Facelift_App.Controllers.ReportBillingController.DatatableRent;"System.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary.
   at System.ThrowHelper.ThrowKeyNotFoundException()
   at System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   at Facelift_App.Controllers.ReportBillingController.DatatableRent() in C:\Users\Muhammad Bhovdair\Documents\Kretayuga\Projects\Unilever\UNILEVER_Facelift\Facelift_App\Controllers\ReportBillingController.cs:line 83"
2021-02-24 22:48:36.3353;Error;Facelift_App.Controllers.ReportBillingController;The given key was not present in the dictionary.;Facelift_App.Controllers.ReportBillingController.DatatableRent;"System.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary.
   at System.ThrowHelper.ThrowKeyNotFoundException()
   at System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   at Facelift_App.Controllers.ReportBillingController.DatatableRent() in C:\Users\Muhammad Bhovdair\Documents\Kretayuga\Projects\Unilever\UNILEVER_Facelift\Facelift_App\Controllers\ReportBillingController.cs:line 83"
2021-02-24 22:49:24.5387;Error;Facelift_App.Controllers.ReportBillingController;The given key was not present in the dictionary.;Facelift_App.Controllers.ReportBillingController.DatatableRent;"System.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary.
   at System.ThrowHelper.ThrowKeyNotFoundException()
   at System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   at Facelift_App.Controllers.ReportBillingController.DatatableRent() in C:\Users\Muhammad Bhovdair\Documents\Kretayuga\Projects\Unilever\UNILEVER_Facelift\Facelift_App\Controllers\ReportBillingController.cs:line 83"
